year,age,sex,maritl,race,education,region,jobclass,health,health_ins,logwage,wage
2005,30,M,Married,Black,Some College,Middle Atlantic,Industrial,Very Good,N,4.653,104.922
2009,49,M,Divorced,White,HS Grad,Middle Atlantic,Industrial,Good,Y,4.602,99.689
2006,33,M,Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,4.914,136.158
2006,31,M,Married,White,< HS Grad,Middle Atlantic,Industrial,Good,N,4.398,81.283
2005,35,M,Never Married,Asian,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.227,68.509
2003,55,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.398,81.283
2008,36,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.740,114.476
2003,37,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,N,4.771,118.020
2006,33,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.602,99.689
2006,48,M,Married,White,HS Grad,Middle Atlantic,Industrial,Good,Y,4.778,118.884
2004,47,M,Married,Asian,Some College,Middle Atlantic,Industrial,Very Good,Y,4.778,118.884
2003,60,M,Married,White,Some College,Middle Atlantic,Information,Good,Y,4.813,123.090
2004,28,M,Never Married,White,College Grad,Middle Atlantic,Information,Good,Y,4.699,109.834
2005,28,M,Married,White,Some College,Middle Atlantic,Information,Very Good,Y,4.633,102.870
2005,48,M,Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,5.097,163.516
2009,29,M,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,N,4.763,117.147
2004,40,M,Never Married,White,HS Grad,Middle Atlantic,Industrial,Good,Y,4.525,92.300
2009,32,M,Never Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,4.605,100.013
2004,33,M,Divorced,White,HS Grad,Middle Atlantic,Information,Very Good,N,4.009,55.070
2003,40,M,Divorced,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.623,101.824
2004,42,M,Married,White,Some College,Middle Atlantic,Industrial,Very Good,Y,5.000,148.413
2003,36,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,N,4.748,115.375
2004,39,M,Married,Black,< HS Grad,Middle Atlantic,Industrial,Good,N,4.301,73.776
2009,44,M,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,5.591,267.901
2009,43,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,N,4.863,129.454
2008,44,M,Married,White,< HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.568,96.371
2006,29,M,Married,Asian,Advanced Degree,Middle Atlantic,Information,Very Good,Y,4.477,87.981
2007,49,M,Married,Black,Some College,Middle Atlantic,Information,Very Good,Y,4.653,104.922
2007,47,M,Married,Black,Some College,Middle Atlantic,Information,Very Good,Y,4.875,130.982
2004,46,M,Married,Asian,Advanced Degree,Middle Atlantic,Information,Very Good,Y,5.250,190.548
2006,41,M,Divorced,White,< HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.771,118.020
2008,52,M,Married,White,HS Grad,Middle Atlantic,Information,Good,N,4.380,79.855
2003,43,M,Divorced,White,HS Grad,Middle Atlantic,Information,Very Good,Y,4.283,72.479
2004,38,M,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,5.000,148.413
2003,42,M,Married,White,Some College,Middle Atlantic,Information,Very Good,Y,4.310,74.445
2005,56,M,Married,Black,College Grad,Middle Atlantic,Industrial,Very Good,N,4.778,118.884
2003,39,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.857,128.680
2005,29,M,Married,Black,Some College,Middle Atlantic,Information,Very Good,Y,4.477,87.981
2009,33,M,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,5.591,267.901
2004,33,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,N,4.653,104.922
2004,41,M,Married,White,HS Grad,Middle Atlantic,Information,Very Good,N,4.531,92.896
2004,44,M,Never Married,Black,< HS Grad,Middle Atlantic,Information,Good,Y,4.255,70.476
2005,45,M,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,5.301,200.543
2004,58,M,Married,White,HS Grad,Middle Atlantic,Information,Very Good,Y,4.633,102.870
2005,29,M,Married,White,Some College,Middle Atlantic,Industrial,Very Good,Y,4.633,102.870
2004,42,M,Divorced,White,HS Grad,Middle Atlantic,Industrial,Very Good,N,4.176,65.111
2008,68,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.699,109.834
2005,47,M,Married,White,Advanced Degree,Middle Atlantic,Information,Good,Y,4.845,127.116
2005,30,M,Married,Black,College Grad,Middle Atlantic,Information,Very Good,N,4.544,94.073
2005,39,M,Married,White,< HS Grad,Middle Atlantic,Information,Very Good,N,4.217,67.863
2008,42,M,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Y,4.833,125.525
2006,49,M,Married,White,Some College,Middle Atlantic,Industrial,Very Good,Y,5.107,165.209
2009,36,M,Never Married,White,HS Grad,Middle Atlantic,Industrial,Good,Y,4.398,81.283
2003,44,M,Married,Asian,HS Grad,Middle Atlantic,Information,Good,Y,4.724,112.649
2009,54,M,Married,White,HS Grad,Middle Atlantic,Information,Very Good,Y,4.342,76.894
2003,42,M,Married,White,HS Grad,Middle Atlantic,Industrial,Good,Y,4.318,75.043
2003,39,M,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Y,4.857,128.680
2008,30,M,Married,Asian,HS Grad,Middle Atlantic,Information,Very Good,N,4.079,59.097
2004,33,M,Never Married,Black,HS Grad,Middle Atlantic,Information,Very Good,N,4.155,63.773
2003,28,M,Married,White,HS Grad,Middle Atlantic,Information,Very Good,Y,4.431,84.046
2003,38,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.543,93.937
2005,30,M,Married,Other,Some College,Middle Atlantic,Industrial,Very Good,Y,4.415,82.680
2008,25,M,Never Married,White,Advanced Degree,Middle Atlantic,Industrial,Very Good,Y,4.778,118.884
2007,52,M,Married,Black,HS Grad,Middle Atlantic,Information,Very Good,Y,4.398,81.283
2007,26,M,Married,White,HS Grad,Middle Atlantic,Industrial,Good,N,4.204,66.962
2009,54,M,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Y,5.114,166.325
2005,62,M,Married,White,College Grad,Middle Atlantic,Information,Very Good,N,4.602,99.689
2009,57,M,Married,Asian,Advanced Degree,Middle Atlantic,Information,Good,Y,4.954,141.775
2003,32,M,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Y,4.964,143.135
2003,60,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,3.556,35.033
2004,40,M,Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,4.699,109.834
2005,49,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,N,4.710,111.014
2006,54,M,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Y,4.886,132.488
2009,48,M,Never Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,5.000,148.413
2009,35,M,Never Married,White,< HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.301,73.776
2009,46,M,Divorced,White,HS Grad,Middle Atlantic,Information,Good,Y,4.968,143.700
2007,42,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.602,99.689
2004,58,M,Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,5.607,272.295
2003,30,M,Never Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,5.301,200.543
2008,27,M,Never Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.447,85.387
2008,55,M,Married,White,< HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.699,109.834
2004,50,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,N,4.112,61.052
2006,55,M,Divorced,White,HS Grad,Middle Atlantic,Industrial,Good,Y,4.778,118.884
2006,40,M,Married,White,Some College,Middle Atlantic,Industrial,Very Good,Y,4.982,145.805
2005,32,M,Married,White,HS Grad,Middle Atlantic,Information,Good,N,4.724,112.649
2006,27,M,Married,White,HS Grad,Middle Atlantic,Industrial,Good,Y,4.672,106.922
2007,49,M,Married,White,Some College,Middle Atlantic,Information,Very Good,Y,4.672,106.922
2007,50,M,Married,White,College Grad,Middle Atlantic,Information,Good,Y,4.845,127.116
2006,50,M,Married,White,< HS Grad,Middle Atlantic,Industrial,Good,Y,4.477,87.981
2008,44,M,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,4.973,144.478
2007,57,M,Married,Asian,Advanced Degree,Middle Atlantic,Information,Good,Y,5.078,160.410
2008,72,M,Married,Black,Advanced Degree,Middle Atlantic,Industrial,Good,N,4.477,87.981
2006,23,M,Never Married,White,< HS Grad,Middle Atlantic,Industrial,Good,N,4.176,65.111
2007,31,M,Never Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,5.176,176.990
2008,36,M,Married,White,HS Grad,Middle Atlantic,Information,Very Good,N,4.000,54.598
2009,63,M,Married,Black,Some College,Middle Atlantic,Industrial,Very Good,Y,4.699,109.834
2006,48,M,Married,White,< HS Grad,Middle Atlantic,Industrial,Good,N,4.403,81.698
2005,46,M,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,N,4.740,114.476
2003,55,M,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Y,4.960,142.634
2007,44,M,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,5.079,160.642
2006,44,M,Married,White,Some College,Middle Atlantic,Industrial,Very Good,Y,4.544,94.073
2004,32,M,Married,Other,< HS Grad,Middle Atlantic,Industrial,Good,N,4.000,54.598
2003,60,M,Married,White,< HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.301,73.776
2004,42,M,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,5.079,160.642
2009,48,M,Married,Black,Advanced Degree,Middle Atlantic,Information,Very Good,Y,5.000,148.413
2008,36,M,Married,White,< HS Grad,Middle Atlantic,Industrial,Very Good,N,4.477,87.982
2009,31,M,Married,White,HS Grad,Middle Atlantic,Industrial,Good,Y,4.623,101.824
2006,54,M,Married,White,HS Grad,Middle Atlantic,Information,Very Good,Y,4.716,111.721
2007,29,M,Married,White,Some College,Middle Atlantic,Industrial,Very Good,Y,4.672,106.922
2003,46,M,Divorced,White,Some College,Middle Atlantic,Industrial,Very Good,N,4.839,126.324
2003,35,M,Divorced,White,HS Grad,Middle Atlantic,Industrial,Very Good,N,4.699,109.834
2009,50,M,Married,White,< HS Grad,Middle Atlantic,Information,Good,Y,4.531,92.896
2005,25,M,Married,White,Some College,Middle Atlantic,Industrial,Very Good,Y,4.000,54.598
2005,33,M,Never Married,White,Some College,Middle Atlantic,Information,Good,N,4.568,96.371
2008,34,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.740,114.476
2006,51,M,Married,Black,HS Grad,Middle Atlantic,Industrial,Good,Y,4.544,94.073
2004,33,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.556,95.231
2007,59,M,Married,White,Some College,Middle Atlantic,Information,Very Good,Y,4.934,139.003
2006,62,M,Separated,Black,< HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.398,81.283
2005,28,M,Separated,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.544,94.073
2008,40,M,Married,White,Some College,Middle Atlantic,Information,Good,Y,4.477,87.981
2003,52,M,Married,White,Advanced Degree,Middle Atlantic,Industrial,Very Good,Y,4.929,138.299
2007,29,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,N,4.494,89.492
2007,34,M,Married,White,< HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.531,92.896
2004,25,M,Never Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,N,4.000,54.598
2005,66,M,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Y,4.544,94.073
2005,43,M,Married,White,HS Grad,Middle Atlantic,Information,Good,Y,4.230,68.748
2007,45,M,Married,Black,HS Grad,Middle Atlantic,Information,Very Good,N,4.531,92.896
2006,35,M,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,4.740,114.476
2005,43,M,Married,White,HS Grad,Middle Atlantic,Information,Very Good,Y,4.699,109.834
2007,49,M,Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,4.699,109.834
2004,60,M,Never Married,Black,< HS Grad,Middle Atlantic,Information,Good,Y,4.344,77.045
2003,46,M,Married,White,HS Grad,Middle Atlantic,Information,Very Good,N,4.544,94.073
2009,55,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.623,101.824
2006,32,M,Married,White,Some College,Middle Atlantic,Industrial,Very Good,Y,4.778,118.884
2007,53,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,N,4.892,133.232
2009,57,M,Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,5.057,157.104
2007,51,M,Married,White,Advanced Degree,Middle Atlantic,Information,Good,Y,5.641,281.746
2004,59,M,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,5.204,182.021
2006,45,M,Married,White,Some College,Middle Atlantic,Information,Good,Y,4.780,119.099
2006,56,M,Never Married,White,HS Grad,Middle Atlantic,Industrial,Good,Y,4.272,71.687
2005,30,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.447,85.384
2006,21,M,Never Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,N,4.279,72.150
2003,60,M,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Y,4.929,138.299
2007,60,M,Married,White,HS Grad,Middle Atlantic,Information,Very Good,Y,4.623,101.824
2007,48,M,Divorced,White,< HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.699,109.834
2003,39,M,Divorced,White,College Grad,Middle Atlantic,Information,Very Good,N,4.477,87.981
2009,32,M,Never Married,White,Some College,Middle Atlantic,Information,Very Good,Y,4.748,115.375
2007,51,M,Married,Black,Advanced Degree,Middle Atlantic,Information,Very Good,Y,5.255,191.574
2006,47,M,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,N,4.462,86.695
2007,44,M,Married,White,HS Grad,Middle Atlantic,Information,Good,Y,4.329,75.852
2008,46,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,5.114,166.325
2004,28,M,Never Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Y,4.041,56.906
2003,24,M,Never Married,White,College Grad,Middle Atlantic,Information,Very Good,N,4.602,99.689
2006,37,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,N,4.531,92.896
2006,31,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.602,99.689
2004,72,M,Married,White,HS Grad,Middle Atlantic,Information,Good,Y,4.531,92.896
2008,50,M,Married,White,Some College,Middle Atlantic,Industrial,Good,Y,4.623,101.824
2007,36,M,Married,White,Some College,Middle Atlantic,Industrial,Very Good,Y,4.978,145.144
2006,27,M,Never Married,Black,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.342,76.894
2009,27,M,Married,White,Some College,Middle Atlantic,Industrial,Very Good,Y,4.505,90.482
2004,41,M,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,N,4.845,127.116
2008,20,M,Never Married,White,Some College,Middle Atlantic,Information,Very Good,N,4.415,82.680
2008,49,M,Married,Black,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.602,99.689
2007,25,M,Never Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.161,64.159
2006,41,M,Married,Asian,< HS Grad,Middle Atlantic,Industrial,Good,Y,4.494,89.492
2009,53,M,Never Married,White,HS Grad,Middle Atlantic,Industrial,Good,Y,4.477,87.981
2009,45,M,Married,White,College Grad,Middle Atlantic,Industrial,Good,N,4.845,127.116
2003,32,M,Married,White,< HS Grad,Middle Atlantic,Industrial,Very Good,N,4.204,66.962
2005,47,M,Married,White,Some College,Middle Atlantic,Information,Very Good,Y,5.000,148.413
2003,26,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.813,123.090
2009,31,M,Married,Black,Some College,Middle Atlantic,Information,Very Good,Y,4.892,133.232
2007,32,M,Married,Asian,Advanced Degree,Middle Atlantic,Information,Very Good,Y,4.778,118.884
2006,50,M,Divorced,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,4.789,120.166
2007,46,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.748,115.375
2006,47,M,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,4.724,112.649
2005,55,M,Married,White,Some College,Middle Atlantic,Industrial,Good,Y,4.778,118.884
2005,49,M,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Y,5.000,148.413
2004,25,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.114,61.188
2008,60,M,Married,White,HS Grad,Middle Atlantic,Information,Very Good,N,4.561,95.689
2008,62,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.491,89.243
2003,63,M,Separated,Black,HS Grad,Middle Atlantic,Information,Very Good,Y,4.851,127.901
2004,31,M,Never Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,4.857,128.680
2006,29,M,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Y,4.699,109.834
2008,51,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.740,114.476
2007,28,M,Married,Asian,HS Grad,Middle Atlantic,Industrial,Very Good,N,4.332,76.130
2005,36,M,Never Married,White,Some College,Middle Atlantic,Information,Good,Y,4.813,123.090
2007,28,M,Never Married,White,Some College,Middle Atlantic,Information,Very Good,Y,4.602,99.689
2004,38,M,Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,4.633,102.870
2008,35,M,Married,White,Some College,Middle Atlantic,Industrial,Very Good,Y,4.568,96.371
2005,46,M,Divorced,White,Some College,Middle Atlantic,Industrial,Very Good,Y,4.763,117.147
2007,37,M,Married,White,Some College,Middle Atlantic,Information,Very Good,N,4.505,90.482
2005,41,M,Divorced,Black,Some College,Middle Atlantic,Information,Very Good,Y,4.653,104.922
2006,59,M,Married,Black,Some College,Middle Atlantic,Industrial,Good,N,4.301,73.776
2006,51,M,Married,White,Some College,Middle Atlantic,Industrial,Good,N,4.681,107.904
2006,26,M,Never Married,Black,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.602,99.689
2003,34,M,Married,Black,Some College,Middle Atlantic,Industrial,Very Good,Y,4.097,60.154
2004,32,M,Married,White,HS Grad,Middle Atlantic,Information,Very Good,Y,4.813,123.090
2007,23,M,Never Married,White,Some College,Middle Atlantic,Industrial,Very Good,Y,4.398,81.283
2004,50,M,Married,White,HS Grad,Middle Atlantic,Information,Very Good,Y,4.964,143.135
2009,25,M,Never Married,White,< HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.236,69.098
2004,43,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.369,78.982
2009,36,M,Married,Black,Some College,Middle Atlantic,Industrial,Very Good,Y,4.857,128.680
2006,50,M,Married,White,HS Grad,Middle Atlantic,Information,Good,N,4.000,54.598
2006,34,M,Separated,Black,HS Grad,Middle Atlantic,Information,Very Good,Y,4.903,134.705
